gender;race/ethnicity;parental level of education;lunch;test preparation course;test prep course;math score;reading score;writing score;math;reading;writing;math grade;reading grade;writing grade
female;group D;some college;free/reduced;none;0;55;71;69;0-59;70-79;60-69;F;C;D
female;group C;high school;standard;none;0;65;69;67;60-69;60-69;60-69;D;D;D
male;group D;associate's degree;standard;none;0;80;63;63;80-89;60-69;60-69;B;D;D
female;group C;some high school;free/reduced;completed;1;50;60;60;0-59;60-69;60-69;F;D;D
female;group C;some college;free/reduced;completed;1;63;73;71;60-69;70-79;70-79;D;C;C
female;group B;bachelor's degree;free/reduced;none;0;77;85;87;70-79;80-89;80-89;C;B;B
male;group C;some college;standard;none;0;73;74;61;70-79;70-79;60-69;C;C;D
male;group D;associate's degree;standard;completed;1;81;72;77;80-89;70-79;70-79;B;C;C
female;group C;high school;free/reduced;none;0;66;76;68;60-69;70-79;60-69;D;C;D
male;group D;associate's degree;free/reduced;none;0;52;57;50;0-59;0-59;0-59;F;F;F
female;group C;some college;standard;none;0;69;78;76;60-69;70-79;70-79;D;C;C
female;group C;associate's degree;standard;completed;1;65;84;84;60-69;80-89;80-89;D;B;B
female;group D;high school;standard;completed;1;69;77;78;60-69;70-79;70-79;D;C;C
female;group B;some college;standard;completed;1;50;64;66;0-59;60-69;60-69;F;D;D
female;group E;some college;standard;completed;1;73;78;76;70-79;70-79;70-79;C;C;C
female;group C;some high school;standard;completed;1;70;82;76;70-79;80-89;70-79;C;B;C
male;group D;associate's degree;free/reduced;none;0;81;75;78;80-89;70-79;70-79;B;C;C
male;group D;some college;free/reduced;none;0;63;61;60;60-69;60-69;60-69;D;D;D
female;group D;high school;standard;none;0;67;72;74;60-69;70-79;70-79;D;C;C
male;group B;high school;standard;none;0;60;68;60;60-69;60-69;60-69;D;D;D
male;group B;high school;standard;none;0;62;55;54;60-69;0-59;0-59;D;F;F
female;group C;some high school;free/reduced;completed;1;29;40;44;0-59;0-59;0-59;F;F;F
male;group B;some college;standard;completed;1;62;66;68;60-69;60-69;60-69;D;D;D
female;group E;master's degree;standard;completed;1;94;99;100;90-100;90-100;90-100;A;A;A
male;group E;some college;standard;completed;1;85;75;68;80-89;70-79;60-69;B;C;D
male;group D;associate's degree;free/reduced;none;0;77;78;73;70-79;70-79;70-79;C;C;C
male;group A;high school;free/reduced;none;0;53;58;44;0-59;0-59;0-59;F;F;F
male;group E;some college;free/reduced;none;0;93;90;83;90-100;90-100;80-89;A;A;B
female;group C;associate's degree;standard;none;0;49;53;53;0-59;0-59;0-59;F;F;F
female;group E;associate's degree;free/reduced;none;0;73;76;78;70-79;70-79;70-79;C;C;C
female;group C;bachelor's degree;free/reduced;completed;1;66;74;81;60-69;70-79;80-89;D;C;B
female;group D;associate's degree;standard;none;0;77;77;73;70-79;70-79;70-79;C;C;C
female;group C;some high school;standard;none;0;49;63;56;0-59;60-69;0-59;F;D;F
female;group D;some college;free/reduced;none;0;79;89;86;70-79;80-89;80-89;C;B;B
female;group C;associate's degree;standard;completed;1;75;82;90;70-79;80-89;90-100;C;B;A
female;group A;bachelor's degree;standard;none;0;59;72;70;0-59;70-79;70-79;F;C;C
female;group D;associate's degree;standard;completed;1;57;78;79;0-59;70-79;70-79;F;C;C
male;group C;high school;free/reduced;none;0;66;66;59;60-69;60-69;0-59;D;D;F
female;group E;bachelor's degree;standard;completed;1;79;81;82;70-79;80-89;80-89;C;B;B
female;group B;some high school;standard;none;0;57;67;72;0-59;60-69;70-79;F;D;C
male;group A;bachelor's degree;standard;completed;1;87;84;87;80-89;80-89;80-89;B;B;B
female;group D;some college;standard;none;0;63;64;67;60-69;60-69;60-69;D;D;D
female;group B;some high school;free/reduced;completed;1;59;63;64;0-59;60-69;60-69;F;D;D
male;group A;bachelor's degree;free/reduced;none;0;62;72;65;60-69;70-79;60-69;D;C;D
male;group D;high school;standard;none;0;46;34;36;0-59;0-59;0-59;F;F;F
male;group C;some college;standard;none;0;66;59;52;60-69;0-59;0-59;D;F;F
male;group D;high school;standard;none;0;89;87;79;80-89;80-89;70-79;B;B;C
female;group D;associate's degree;free/reduced;completed;1;42;61;58;0-59;60-69;0-59;F;D;F
male;group C;some college;standard;completed;1;93;84;90;90-100;80-89;90-100;A;B;A
female;group E;some high school;standard;completed;1;80;85;85;80-89;80-89;80-89;B;B;B
female;group D;some college;standard;none;0;98;100;99;90-100;90-100;90-100;A;A;A
male;group D;master's degree;standard;none;0;81;81;84;80-89;80-89;80-89;B;B;B
female;group B;some high school;standard;completed;1;60;70;74;60-69;70-79;70-79;D;C;C
female;group B;associate's degree;free/reduced;completed;1;76;94;87;70-79;90-100;80-89;C;A;B
male;group C;associate's degree;standard;completed;1;73;78;72;70-79;70-79;70-79;C;C;C
female;group C;associate's degree;standard;completed;1;96;96;99;90-100;90-100;90-100;A;A;A
female;group C;high school;standard;none;0;76;76;74;70-79;70-79;70-79;C;C;C
male;group E;associate's degree;free/reduced;completed;1;91;73;80;90-100;70-79;80-89;A;C;B
female;group C;some college;free/reduced;none;0;62;72;70;60-69;70-79;70-79;D;C;C
male;group D;some high school;free/reduced;completed;1;55;59;59;0-59;0-59;0-59;F;F;F
female;group B;some high school;free/reduced;completed;1;74;90;88;70-79;90-100;80-89;C;A;B
male;group C;high school;standard;none;0;50;48;42;0-59;0-59;0-59;F;F;F
male;group B;some college;standard;none;0;47;43;41;0-59;0-59;0-59;F;F;F
male;group E;some college;standard;completed;1;81;74;71;80-89;70-79;70-79;B;C;C
female;group E;associate's degree;standard;completed;1;65;75;77;60-69;70-79;70-79;D;C;C
male;group E;some high school;standard;completed;1;68;51;57;60-69;0-59;0-59;D;F;F
female;group D;high school;free/reduced;none;0;73;92;84;70-79;90-100;80-89;C;A;B
male;group C;some college;standard;none;0;53;39;37;0-59;0-59;0-59;F;F;F
female;group B;associate's degree;free/reduced;completed;1;68;77;80;60-69;70-79;80-89;D;C;B
male;group A;some high school;free/reduced;none;0;55;46;43;0-59;0-59;0-59;F;F;F
female;group C;some college;standard;completed;1;87;89;94;80-89;80-89;90-100;B;B;A
male;group D;some high school;standard;none;0;55;47;44;0-59;0-59;0-59;F;F;F
female;group E;some college;free/reduced;none;0;53;58;57;0-59;0-59;0-59;F;F;F
male;group C;master's degree;standard;none;0;67;57;59;60-69;0-59;0-59;D;F;F
male;group C;associate's degree;standard;none;0;92;79;84;90-100;70-79;80-89;A;C;B
female;group B;some college;free/reduced;completed;1;53;66;73;0-59;60-69;70-79;F;D;C
male;group D;associate's degree;standard;none;0;81;71;73;80-89;70-79;70-79;B;C;C
male;group C;high school;free/reduced;none;0;61;60;55;60-69;60-69;0-59;D;D;F
male;group D;bachelor's degree;standard;none;0;80;73;72;80-89;70-79;70-79;B;C;C
female;group A;associate's degree;free/reduced;none;0;37;57;56;0-59;0-59;0-59;F;F;F
female;group C;high school;standard;none;0;81;84;82;80-89;80-89;80-89;B;B;B
female;group C;associate's degree;standard;completed;1;59;73;72;0-59;70-79;70-79;F;C;C
male;group B;some college;free/reduced;none;0;55;55;47;0-59;0-59;0-59;F;F;F
male;group D;associate's degree;standard;none;0;72;79;74;70-79;70-79;70-79;C;C;C
male;group D;high school;standard;none;0;69;75;71;60-69;70-79;70-79;D;C;C
male;group C;some college;standard;none;0;69;64;68;60-69;60-69;60-69;D;D;D
female;group C;bachelor's degree;free/reduced;none;0;50;60;59;0-59;60-69;0-59;F;D;F
male;group B;some college;standard;completed;1;87;84;86;80-89;80-89;80-89;B;B;B
male;group D;some high school;standard;completed;1;71;69;68;70-79;60-69;60-69;C;D;D
male;group E;some college;standard;none;0;68;72;65;60-69;70-79;60-69;D;C;D
male;group C;master's degree;free/reduced;completed;1;79;77;75;70-79;70-79;70-79;C;C;C
female;group C;some high school;standard;completed;1;77;90;85;70-79;90-100;80-89;C;A;B
male;group C;associate's degree;free/reduced;none;0;58;55;53;0-59;0-59;0-59;F;F;F
female;group E;associate's degree;standard;none;0;84;95;92;80-89;90-100;90-100;B;A;A
male;group D;some college;standard;none;0;55;58;52;0-59;0-59;0-59;F;F;F
male;group E;bachelor's degree;free/reduced;completed;1;70;68;72;70-79;60-69;70-79;C;D;C
female;group D;some college;free/reduced;completed;1;52;59;65;0-59;0-59;60-69;F;F;D
male;group B;some college;standard;completed;1;69;77;77;60-69;70-79;70-79;D;C;C
female;group C;high school;free/reduced;none;0;53;72;64;0-59;70-79;60-69;F;C;D
female;group D;some high school;standard;none;0;48;58;54;0-59;0-59;0-59;F;F;F
male;group D;some high school;standard;completed;1;78;81;86;70-79;80-89;80-89;C;B;B
female;group B;high school;standard;none;0;62;62;63;60-69;60-69;60-69;D;D;D
male;group D;some college;standard;none;0;60;63;59;60-69;60-69;0-59;D;D;F
female;group B;high school;standard;none;0;74;72;72;70-79;70-79;70-79;C;C;C
female;group C;high school;standard;completed;1;58;75;77;0-59;70-79;70-79;F;C;C
male;group B;high school;standard;completed;1;76;62;60;70-79;60-69;60-69;C;D;D
female;group D;some high school;standard;none;0;68;71;75;60-69;70-79;70-79;D;C;C
male;group A;some college;free/reduced;none;0;58;60;57;0-59;60-69;0-59;F;D;F
male;group B;high school;standard;none;0;52;48;49;0-59;0-59;0-59;F;F;F
male;group D;bachelor's degree;standard;none;0;75;73;74;70-79;70-79;70-79;C;C;C
female;group B;some high school;free/reduced;completed;1;52;67;72;0-59;60-69;70-79;F;D;C
female;group C;bachelor's degree;free/reduced;none;0;62;78;79;60-69;70-79;70-79;D;C;C
male;group B;some college;standard;none;0;66;65;60;60-69;60-69;60-69;D;D;D
female;group B;some high school;free/reduced;none;0;49;58;55;0-59;0-59;0-59;F;F;F
female;group B;high school;standard;none;0;66;72;70;60-69;70-79;70-79;D;C;C
female;group C;some college;free/reduced;none;0;35;44;43;0-59;0-59;0-59;F;F;F
female;group A;some college;standard;completed;1;72;79;82;70-79;70-79;80-89;C;C;B
male;group E;associate's degree;standard;completed;1;94;85;82;90-100;80-89;80-89;A;B;B
female;group D;associate's degree;free/reduced;none;0;46;56;57;0-59;0-59;0-59;F;F;F
female;group B;master's degree;standard;none;0;77;90;84;70-79;90-100;80-89;C;A;B
female;group B;high school;free/reduced;completed;1;76;85;82;70-79;80-89;80-89;C;B;B
female;group C;associate's degree;standard;completed;1;52;59;62;0-59;0-59;60-69;F;F;D
male;group C;bachelor's degree;standard;completed;1;91;81;79;90-100;80-89;70-79;A;B;C
female;group B;some high school;standard;completed;1;32;51;44;0-59;0-59;0-59;F;F;F
female;group E;some high school;free/reduced;none;0;72;79;77;70-79;70-79;70-79;C;C;C
female;group B;some college;standard;none;0;19;38;32;0-59;0-59;0-59;F;F;F
male;group C;associate's degree;free/reduced;none;0;68;65;61;60-69;60-69;60-69;D;D;D
female;group C;master's degree;free/reduced;none;0;52;65;61;0-59;60-69;60-69;F;D;D
female;group B;high school;standard;none;0;48;62;60;0-59;60-69;60-69;F;D;D
female;group D;some college;free/reduced;none;0;60;66;70;60-69;60-69;70-79;D;D;C
male;group D;high school;free/reduced;none;0;66;74;69;60-69;70-79;60-69;D;C;D
male;group E;some high school;standard;completed;1;89;84;77;80-89;80-89;70-79;B;B;C
female;group B;high school;standard;none;0;42;52;51;0-59;0-59;0-59;F;F;F
female;group E;associate's degree;free/reduced;completed;1;57;68;73;0-59;60-69;70-79;F;D;C
male;group D;high school;standard;none;0;70;70;70;70-79;70-79;70-79;C;C;C
female;group E;associate's degree;free/reduced;none;0;70;84;81;70-79;80-89;80-89;C;B;B
male;group E;some college;standard;none;0;69;60;54;60-69;60-69;0-59;D;D;F
female;group C;associate's degree;standard;none;0;52;55;57;0-59;0-59;0-59;F;F;F
male;group C;some high school;standard;completed;1;67;73;68;60-69;70-79;60-69;D;C;D
male;group C;some high school;standard;completed;1;76;80;73;70-79;80-89;70-79;C;B;C
female;group E;associate's degree;standard;none;0;87;94;95;80-89;90-100;90-100;B;A;A
female;group B;some college;standard;none;0;82;85;87;80-89;80-89;80-89;B;B;B
female;group C;some college;standard;none;0;73;76;78;70-79;70-79;70-79;C;C;C
male;group A;some college;free/reduced;none;0;75;81;74;70-79;80-89;70-79;C;B;C
female;group D;some college;free/reduced;none;0;64;74;75;60-69;70-79;70-79;D;C;C
female;group E;high school;free/reduced;none;0;41;45;40;0-59;0-59;0-59;F;F;F
male;group C;high school;standard;none;0;90;75;69;90-100;70-79;60-69;A;C;D
male;group B;bachelor's degree;standard;none;0;59;54;51;0-59;0-59;0-59;F;F;F
male;group A;some high school;standard;none;0;51;31;36;0-59;0-59;0-59;F;F;F
male;group A;high school;free/reduced;none;0;45;47;49;0-59;0-59;0-59;F;F;F
female;group C;master's degree;standard;completed;1;54;64;67;0-59;60-69;60-69;F;D;D
male;group E;some high school;standard;completed;1;87;84;76;80-89;80-89;70-79;B;B;C
female;group C;high school;standard;none;0;72;80;83;70-79;80-89;80-89;C;B;B
male;group B;some high school;standard;completed;1;94;86;87;90-100;80-89;80-89;A;B;B
female;group A;bachelor's degree;standard;none;0;45;59;64;0-59;0-59;60-69;F;F;D
male;group D;bachelor's degree;free/reduced;completed;1;61;70;76;60-69;70-79;70-79;D;C;C
female;group B;high school;free/reduced;none;0;60;72;68;60-69;70-79;60-69;D;C;D
female;group C;some high school;standard;none;0;77;91;88;70-79;90-100;80-89;C;A;B
female;group A;some high school;standard;completed;1;85;90;92;80-89;90-100;90-100;B;A;A
female;group D;bachelor's degree;free/reduced;none;0;78;90;93;70-79;90-100;90-100;C;A;A
male;group E;some college;free/reduced;completed;1;49;52;51;0-59;0-59;0-59;F;F;F
female;group B;high school;free/reduced;none;0;71;87;82;70-79;80-89;80-89;C;B;B
female;group C;some high school;free/reduced;none;0;48;58;52;0-59;0-59;0-59;F;F;F
male;group C;high school;standard;none;0;62;67;58;60-69;60-69;0-59;D;D;F
female;group C;associate's degree;free/reduced;completed;1;56;68;70;0-59;60-69;70-79;F;D;C
female;group C;some high school;standard;none;0;65;69;76;60-69;60-69;70-79;D;D;C
female;group D;some high school;free/reduced;completed;1;69;86;81;60-69;80-89;80-89;D;B;B
male;group B;some high school;standard;none;0;68;54;53;60-69;0-59;0-59;D;F;F
female;group A;some college;free/reduced;none;0;61;60;57;60-69;60-69;0-59;D;D;F
female;group C;bachelor's degree;free/reduced;completed;1;74;86;89;70-79;80-89;80-89;C;B;B
male;group A;bachelor's degree;standard;none;0;64;60;58;60-69;60-69;0-59;D;D;F
female;group B;high school;standard;completed;1;77;82;89;70-79;80-89;80-89;C;B;B
male;group B;some college;standard;none;0;58;50;45;0-59;0-59;0-59;F;F;F
female;group C;high school;standard;completed;1;60;64;74;60-69;60-69;70-79;D;D;C
male;group E;high school;standard;none;0;73;64;57;70-79;60-69;0-59;C;D;F
female;group A;high school;standard;completed;1;75;82;79;70-79;80-89;70-79;C;B;C
male;group B;associate's degree;free/reduced;completed;1;58;57;53;0-59;0-59;0-59;F;F;F
female;group C;associate's degree;standard;none;0;66;77;73;60-69;70-79;70-79;D;C;C
female;group D;high school;free/reduced;none;0;39;52;46;0-59;0-59;0-59;F;F;F
male;group C;some high school;standard;none;0;64;58;51;60-69;0-59;0-59;D;F;F
female;group B;high school;free/reduced;completed;1;23;44;36;0-59;0-59;0-59;F;F;F
male;group B;some college;free/reduced;completed;1;74;77;76;70-79;70-79;70-79;C;C;C
female;group D;some high school;free/reduced;completed;1;40;65;64;0-59;60-69;60-69;F;D;D
male;group E;master's degree;standard;none;0;90;85;84;90-100;80-89;80-89;A;B;B
male;group C;master's degree;standard;completed;1;91;85;85;90-100;80-89;80-89;A;B;B
male;group D;high school;standard;none;0;64;54;50;60-69;0-59;0-59;D;F;F
female;group C;high school;standard;none;0;59;72;68;0-59;70-79;60-69;F;C;D
male;group D;associate's degree;standard;none;0;80;75;69;80-89;70-79;60-69;B;C;D
male;group C;master's degree;standard;none;0;71;67;67;70-79;60-69;60-69;C;D;D
female;group A;high school;standard;none;0;61;68;63;60-69;60-69;60-69;D;D;D
female;group E;some college;standard;none;0;87;85;93;80-89;80-89;90-100;B;B;A
male;group E;some high school;standard;none;0;82;67;61;80-89;60-69;60-69;B;D;D
male;group C;some high school;standard;none;0;62;64;55;60-69;60-69;0-59;D;D;F
female;group B;bachelor's degree;standard;none;0;97;97;96;90-100;90-100;90-100;A;A;A
male;group B;some college;free/reduced;none;0;75;68;65;70-79;60-69;60-69;C;D;D
female;group C;bachelor's degree;standard;none;0;65;79;81;60-69;70-79;80-89;D;C;B
male;group B;high school;standard;completed;1;52;49;46;0-59;0-59;0-59;F;F;F
male;group C;associate's degree;free/reduced;none;0;87;73;72;80-89;70-79;70-79;B;C;C
female;group C;associate's degree;standard;none;0;53;62;53;0-59;60-69;0-59;F;D;F
female;group E;master's degree;free/reduced;none;0;81;86;87;80-89;80-89;80-89;B;B;B
male;group D;bachelor's degree;free/reduced;completed;1;39;42;38;0-59;0-59;0-59;F;F;F
female;group C;some college;standard;completed;1;71;71;80;70-79;70-79;80-89;C;C;B
male;group C;associate's degree;standard;none;0;97;93;91;90-100;90-100;90-100;A;A;A
male;group D;some college;standard;completed;1;82;82;88;80-89;80-89;80-89;B;B;B
male;group C;high school;free/reduced;none;0;59;53;52;0-59;0-59;0-59;F;F;F
male;group B;associate's degree;standard;none;0;61;42;41;60-69;0-59;0-59;D;F;F
male;group E;associate's degree;free/reduced;completed;1;78;74;72;70-79;70-79;70-79;C;C;C
male;group C;associate's degree;free/reduced;none;0;49;51;51;0-59;0-59;0-59;F;F;F
male;group B;high school;standard;none;0;59;58;47;0-59;0-59;0-59;F;F;F
female;group C;some college;standard;completed;1;70;72;76;70-79;70-79;70-79;C;C;C
male;group B;associate's degree;standard;completed;1;82;84;78;80-89;80-89;70-79;B;B;C
male;group E;associate's degree;free/reduced;none;0;90;90;82;90-100;90-100;80-89;A;A;B
female;group C;bachelor's degree;free/reduced;none;0;43;62;61;0-59;60-69;60-69;F;D;D
male;group C;some college;free/reduced;none;0;80;64;66;80-89;60-69;60-69;B;D;D
male;group D;some college;standard;none;0;81;82;84;80-89;80-89;80-89;B;B;B
male;group C;some high school;standard;none;0;57;61;54;0-59;60-69;0-59;F;D;F
female;group D;some high school;standard;none;0;59;72;80;0-59;70-79;80-89;F;C;B
female;group D;associate's degree;standard;none;0;64;76;74;60-69;70-79;70-79;D;C;C
male;group C;bachelor's degree;standard;completed;1;63;64;66;60-69;60-69;60-69;D;D;D
female;group E;bachelor's degree;standard;completed;1;71;70;70;70-79;70-79;70-79;C;C;C
female;group B;high school;free/reduced;none;0;64;73;71;60-69;70-79;70-79;D;C;C
male;group D;bachelor's degree;free/reduced;none;0;55;46;44;0-59;0-59;0-59;F;F;F
female;group E;associate's degree;standard;none;0;51;51;54;0-59;0-59;0-59;F;F;F
female;group C;associate's degree;standard;completed;1;62;76;80;60-69;70-79;80-89;D;C;B
female;group E;associate's degree;standard;completed;1;93;100;95;90-100;90-100;90-100;A;A;A
male;group C;high school;free/reduced;none;0;54;72;59;0-59;70-79;0-59;F;C;F
female;group D;some college;free/reduced;none;0;69;65;74;60-69;60-69;70-79;D;D;C
male;group D;high school;free/reduced;none;0;44;51;48;0-59;0-59;0-59;F;F;F
female;group E;some college;standard;completed;1;86;85;91;80-89;80-89;90-100;B;B;A
female;group E;associate's degree;standard;none;0;85;92;85;80-89;90-100;80-89;B;A;B
female;group A;master's degree;free/reduced;none;0;50;67;73;0-59;60-69;70-79;F;D;C
male;group D;some high school;standard;completed;1;88;74;75;80-89;70-79;70-79;B;C;C
female;group E;associate's degree;standard;none;0;59;62;69;0-59;60-69;60-69;F;D;D
female;group E;some high school;free/reduced;none;0;32;34;38;0-59;0-59;0-59;F;F;F
male;group B;high school;free/reduced;none;0;36;29;27;0-59;0-59;0-59;F;F;F
female;group B;some high school;free/reduced;completed;1;63;78;79;60-69;70-79;70-79;D;C;C
male;group D;associate's degree;standard;completed;1;67;54;63;60-69;0-59;60-69;D;F;D
female;group D;some high school;standard;completed;1;65;78;82;60-69;70-79;80-89;D;C;B
male;group D;master's degree;standard;none;0;85;84;89;80-89;80-89;80-89;B;B;B
female;group C;master's degree;standard;none;0;73;78;74;70-79;70-79;70-79;C;C;C
female;group A;high school;free/reduced;completed;1;34;48;41;0-59;0-59;0-59;F;F;F
female;group D;bachelor's degree;free/reduced;completed;1;93;100;100;90-100;90-100;90-100;A;A;A
female;group D;some high school;free/reduced;none;0;67;84;84;60-69;80-89;80-89;D;B;B
male;group D;some college;standard;none;0;88;77;77;80-89;70-79;70-79;B;C;C
male;group B;high school;standard;none;0;57;48;51;0-59;0-59;0-59;F;F;F
female;group D;some college;standard;completed;1;79;84;91;70-79;80-89;90-100;C;B;A
female;group C;bachelor's degree;free/reduced;none;0;67;75;72;60-69;70-79;70-79;D;C;C
male;group E;bachelor's degree;standard;completed;1;70;64;70;70-79;60-69;70-79;C;D;C
male;group D;bachelor's degree;free/reduced;none;0;50;42;48;0-59;0-59;0-59;F;F;F
female;group A;some college;standard;none;0;69;84;82;60-69;80-89;80-89;D;B;B
female;group C;bachelor's degree;standard;completed;1;52;61;66;0-59;60-69;60-69;F;D;D
female;group C;bachelor's degree;free/reduced;completed;1;47;62;66;0-59;60-69;60-69;F;D;D
female;group B;associate's degree;free/reduced;none;0;46;61;55;0-59;60-69;0-59;F;D;F
female;group E;some college;standard;none;0;68;70;66;60-69;70-79;60-69;D;C;D
male;group E;bachelor's degree;standard;completed;1;100;100;100;90-100;90-100;90-100;A;A;A
female;group C;high school;standard;none;0;44;61;52;0-59;60-69;0-59;F;D;F
female;group C;associate's degree;standard;completed;1;57;77;80;0-59;70-79;80-89;F;C;B
male;group B;some college;standard;completed;1;91;96;91;90-100;90-100;90-100;A;A;A
male;group D;high school;free/reduced;none;0;69;70;67;60-69;70-79;60-69;D;C;D
female;group C;high school;free/reduced;none;0;35;53;46;0-59;0-59;0-59;F;F;F
male;group D;high school;standard;none;0;72;66;66;70-79;60-69;60-69;C;D;D
female;group B;associate's degree;free/reduced;none;0;54;65;65;0-59;60-69;60-69;F;D;D
male;group D;high school;free/reduced;none;0;74;70;69;70-79;70-79;60-69;C;C;D
male;group E;some high school;standard;completed;1;74;64;60;70-79;60-69;60-69;C;D;D
male;group E;associate's degree;free/reduced;none;0;64;56;52;60-69;0-59;0-59;D;F;F
female;group D;high school;free/reduced;completed;1;65;61;71;60-69;60-69;70-79;D;D;C
male;group E;associate's degree;free/reduced;completed;1;46;43;44;0-59;0-59;0-59;F;F;F
female;group C;some high school;free/reduced;none;0;48;56;51;0-59;0-59;0-59;F;F;F
male;group C;some college;free/reduced;completed;1;67;74;70;60-69;70-79;70-79;D;C;C
male;group D;some college;free/reduced;none;0;62;57;62;60-69;0-59;60-69;D;F;D
male;group D;associate's degree;free/reduced;completed;1;61;71;73;60-69;70-79;70-79;D;C;C
male;group C;bachelor's degree;free/reduced;completed;1;70;75;74;70-79;70-79;70-79;C;C;C
male;group C;associate's degree;standard;completed;1;98;87;90;90-100;80-89;90-100;A;B;A
male;group D;some college;free/reduced;none;0;70;63;58;70-79;60-69;0-59;C;D;F
male;group A;associate's degree;standard;none;0;67;57;53;60-69;0-59;0-59;D;F;F
female;group E;high school;free/reduced;none;0;57;58;57;0-59;0-59;0-59;F;F;F
male;group D;some college;standard;completed;1;85;81;85;80-89;80-89;80-89;B;B;B
male;group D;some high school;standard;completed;1;77;68;69;70-79;60-69;60-69;C;D;D
male;group C;master's degree;free/reduced;completed;1;72;66;72;70-79;60-69;70-79;C;D;C
female;group D;master's degree;standard;none;0;78;91;96;70-79;90-100;90-100;C;A;A
male;group C;high school;standard;none;0;81;66;64;80-89;60-69;60-69;B;D;D
male;group A;some high school;free/reduced;completed;1;61;62;61;60-69;60-69;60-69;D;D;D
female;group B;high school;standard;none;0;58;68;61;0-59;60-69;60-69;F;D;D
female;group C;associate's degree;standard;none;0;54;61;58;0-59;60-69;0-59;F;D;F
male;group B;high school;standard;none;0;82;82;80;80-89;80-89;80-89;B;B;B
female;group D;some college;free/reduced;none;0;49;58;60;0-59;0-59;60-69;F;F;D
male;group B;some high school;free/reduced;completed;1;49;50;52;0-59;0-59;0-59;F;F;F
female;group E;high school;free/reduced;completed;1;57;75;73;0-59;70-79;70-79;F;C;C
male;group E;high school;standard;none;0;94;73;71;90-100;70-79;70-79;A;C;C
female;group D;some college;standard;completed;1;75;77;83;70-79;70-79;80-89;C;C;B
female;group E;some high school;free/reduced;none;0;74;74;72;70-79;70-79;70-79;C;C;C
male;group C;high school;standard;completed;1;58;52;54;0-59;0-59;0-59;F;F;F
female;group C;some college;standard;none;0;62;69;69;60-69;60-69;60-69;D;D;D
male;group E;associate's degree;standard;none;0;72;57;62;70-79;0-59;60-69;C;F;D
male;group C;some college;standard;none;0;84;87;81;80-89;80-89;80-89;B;B;B
female;group D;master's degree;standard;none;0;92;100;100;90-100;90-100;90-100;A;A;A
female;group D;high school;standard;none;0;45;63;59;0-59;60-69;0-59;F;D;F
male;group C;high school;standard;none;0;75;81;71;70-79;80-89;70-79;C;B;C
female;group A;some college;standard;none;0;56;58;64;0-59;0-59;60-69;F;F;D
female;group D;some high school;free/reduced;none;0;48;54;53;0-59;0-59;0-59;F;F;F
female;group E;associate's degree;standard;none;0;100;100;100;90-100;90-100;90-100;A;A;A
female;group C;some high school;free/reduced;completed;1;65;76;75;60-69;70-79;70-79;D;C;C
male;group D;some college;standard;none;0;72;57;58;70-79;0-59;0-59;C;F;F
female;group D;some college;standard;none;0;62;70;72;60-69;70-79;70-79;D;C;C
male;group A;some high school;standard;completed;1;66;68;64;60-69;60-69;60-69;D;D;D
male;group C;some college;standard;none;0;63;63;60;60-69;60-69;60-69;D;D;D
female;group E;associate's degree;standard;none;0;68;76;67;60-69;70-79;60-69;D;C;D
female;group B;bachelor's degree;standard;none;0;75;84;80;70-79;80-89;80-89;C;B;B
female;group D;bachelor's degree;standard;none;0;89;100;100;80-89;90-100;90-100;B;A;A
male;group C;some high school;standard;completed;1;78;72;69;70-79;70-79;60-69;C;C;D
female;group A;high school;free/reduced;completed;1;53;50;60;0-59;0-59;60-69;F;F;D
female;group D;some college;free/reduced;none;0;49;65;61;0-59;60-69;60-69;F;D;D
female;group A;some college;standard;none;0;54;63;67;0-59;60-69;60-69;F;D;D
female;group C;some college;standard;completed;1;64;82;77;60-69;80-89;70-79;D;B;C
male;group B;some college;free/reduced;completed;1;60;62;60;60-69;60-69;60-69;D;D;D
male;group C;associate's degree;standard;none;0;62;65;58;60-69;60-69;0-59;D;D;F
male;group D;high school;standard;completed;1;55;41;48;0-59;0-59;0-59;F;F;F
female;group C;associate's degree;standard;none;0;91;95;94;90-100;90-100;90-100;A;A;A
female;group B;high school;free/reduced;none;0;8;24;23;0-59;0-59;0-59;F;F;F
male;group D;some high school;standard;none;0;81;78;78;80-89;70-79;70-79;B;C;C
male;group B;some high school;standard;completed;1;79;85;86;70-79;80-89;80-89;C;B;B
female;group A;some college;standard;completed;1;78;87;91;70-79;80-89;90-100;C;B;A
female;group C;some high school;standard;none;0;74;75;82;70-79;70-79;80-89;C;C;B
male;group A;high school;standard;none;0;57;51;54;0-59;0-59;0-59;F;F;F
female;group C;associate's degree;standard;none;0;40;59;51;0-59;0-59;0-59;F;F;F
male;group E;some high school;standard;completed;1;81;75;76;80-89;70-79;70-79;B;C;C
female;group A;some high school;free/reduced;none;0;44;45;45;0-59;0-59;0-59;F;F;F
female;group D;some college;free/reduced;completed;1;67;86;83;60-69;80-89;80-89;D;B;B
male;group E;high school;free/reduced;completed;1;86;81;75;80-89;80-89;70-79;B;B;C
female;group B;some high school;standard;completed;1;65;82;78;60-69;80-89;70-79;D;B;C
female;group D;associate's degree;free/reduced;none;0;55;76;76;0-59;70-79;70-79;F;C;C
